species_name	display_name	ah_id	ah_species	description	gprofiler_id	gprofiler_species	rdataclass	rdatadateadded	sourcetype	taxonomyid	title
Drosophila biarmipes	Drosophila biarmipes	AH115852	Drosophila biarmipes	NCBI gene ID based annotations about Drosophila biarmipes	dbgca025231255v1rs	Drosophila biarmipes	OrgDb	2023-10-20	NCBI/UniProt	125945	org.Drosophila_biarmipes.eg.sqlite
Drosophila bipectinata	Drosophila bipectinata	AH116027	Drosophila bipectinata	NCBI gene ID based annotations about Drosophila bipectinata	dbgca030179905v2rs	Drosophila bipectinata	OrgDb	2023-10-20	NCBI/UniProt	42026	org.Drosophila_bipectinata.eg.sqlite
Drosophila elegans	Drosophila elegans	AH116058	Drosophila elegans	NCBI gene ID based annotations about Drosophila elegans	degca018152505v1rs	Drosophila elegans	OrgDb	2023-10-20	NCBI/UniProt	30023	org.Drosophila_elegans.eg.sqlite
Drosophila erecta	Drosophila erecta	AH116163	Drosophila erecta	NCBI gene ID based annotations about Drosophila erecta	degca003286155v2rs	Drosophila erecta	OrgDb	2023-10-20	NCBI/UniProt	7220	org.Drosophila_erecta.eg.sqlite
Drosophila eugracilis	Drosophila eugracilis	AH116047	Drosophila eugracilis	NCBI gene ID based annotations about Drosophila eugracilis	degca018153835v1rs	Drosophila eugracilis	OrgDb	2023-10-20	NCBI/UniProt	29029	org.Drosophila_eugracilis.eg.sqlite
Drosophila ficusphila	Drosophila ficusphila	AH115986	Drosophila ficusphila	NCBI gene ID based annotations about Drosophila ficusphila	dfgca018152265v1rs	Drosophila ficusphila	OrgDb	2023-10-20	NCBI/UniProt	30025	org.Drosophila_ficusphila.eg.sqlite
Drosophila gunungcola	Drosophila gunungcola	AH116073	Drosophila gunungcola	NCBI gene ID based annotations about Drosophila gunungcola	dggca025200985v1rs	Drosophila gunungcola	OrgDb	2023-10-20	NCBI/UniProt	103775	org.Drosophila_gunungcola.eg.sqlite
Drosophila innubila	Drosophila innubila	AH116100	Drosophila innubila	NCBI gene ID based annotations about Drosophila innubila	digca004354385v1rs	Drosophila innubila	OrgDb	2023-10-20	NCBI/UniProt	198719	org.Drosophila_innubila.eg.sqlite
Drosophila kikkawai	Drosophila kikkawai	AH115953	Drosophila kikkawai	NCBI gene ID based annotations about Drosophila kikkawai	dkgca030179895v2rs	Drosophila kikkawai	OrgDb	2023-10-20	NCBI/UniProt	30033	org.Drosophila_kikkawai.eg.sqlite
Drosophila lebanonensis	Drosophila lebanonensis	AH116137	Drosophila lebanonensis	NCBI gene ID based annotations about Drosophila lebanonensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	7225	org.Drosophila_lebanonensis.eg.sqlite
Drosophila mauritiana	Drosophila mauritiana	AH115943	Drosophila mauritiana	NCBI gene ID based annotations about Drosophila mauritiana	dmgca004382145v1rs	Drosophila mauritiana	OrgDb	2023-10-20	NCBI/UniProt	7226	org.Drosophila_mauritiana.eg.sqlite
Drosophila melanogaster	Drosophila melanogaster	AH114083	Drosophila melanogaster	NCBI gene ID based annotations about Drosophila melanogaster	dmelanogaster	Drosophila melanogaster	OrgDb	2023-10-03	NCBI/ensembl	7227	org.Dm.eg.db.sqlite
Drosophila miranda	Drosophila miranda	AH115504	Drosophila miranda	NCBI gene ID based annotations about Drosophila miranda	dmgca003369915v2rs	Drosophila miranda	OrgDb	2023-10-20	NCBI/UniProt	7229	org.Drosophila_miranda.eg.sqlite
Drosophila mohavensis	Drosophila mohavensis	AH116098	Drosophila mohavensis	NCBI gene ID based annotations about Drosophila mohavensis	dmgca018153725v1rs	Drosophila mojavensis	OrgDb	2023-10-20	NCBI/UniProt	7230	org.Drosophila_mohavensis.eg.sqlite
Drosophila obscura	Drosophila obscura	AH115923	Drosophila obscura	NCBI gene ID based annotations about Drosophila obscura	dogca018151105v1rs	Drosophila obscura	OrgDb	2023-10-20	NCBI/UniProt	7282	org.Drosophila_obscura.eg.sqlite
Drosophila persimilis	Drosophila persimilis	AH115971	Drosophila persimilis	NCBI gene ID based annotations about Drosophila persimilis	dpgca003286085v2rs	Drosophila persimilis	OrgDb	2023-10-20	NCBI/UniProt	7234	org.Drosophila_persimilis.eg.sqlite
Drosophila pseudoobscura	Drosophila pseudoobscura	AH115873	Drosophila pseudoobscura	NCBI gene ID based annotations about Drosophila pseudoobscura	dpgca009870125v2rs	Drosophila pseudoobscura	OrgDb	2023-10-20	NCBI/UniProt	7237	org.Drosophila_pseudoobscura.eg.sqlite
Drosophila rhopaloa	Drosophila rhopaloa	AH116011	Drosophila rhopaloa	NCBI gene ID based annotations about Drosophila rhopaloa	drgca018152115v1rs	Drosophila rhopaloa	OrgDb	2023-10-20	NCBI/UniProt	1041015	org.Drosophila_rhopaloa.eg.sqlite
Drosophila santomea	Drosophila santomea	AH116022	Drosophila santomea	NCBI gene ID based annotations about Drosophila santomea	dsgca016746245v2rs	Drosophila santomea	OrgDb	2023-10-20	NCBI/UniProt	129105	org.Drosophila_santomea.eg.sqlite
Drosophila sechellia	Drosophila sechellia	AH115909	Drosophila sechellia	NCBI gene ID based annotations about Drosophila sechellia	dsgca004382195v2rs	Drosophila sechellia	OrgDb	2023-10-20	NCBI/UniProt	7238	org.Drosophila_sechellia.eg.sqlite
Drosophila serrata	Drosophila serrata	AH116015	Drosophila serrata	NCBI gene ID based annotations about Drosophila serrata	dsgca002093755v2rs	Drosophila serrata	OrgDb	2023-10-20	NCBI/UniProt	7274	org.Drosophila_serrata.eg.sqlite
Drosophila simulans	Drosophila simulans	AH115965	Drosophila simulans	NCBI gene ID based annotations about Drosophila simulans	dsgca016746395v2rs	Drosophila simulans	OrgDb	2023-10-20	NCBI/UniProt	7240	org.Drosophila_simulans.eg.sqlite
Drosophila subpulchrella	Drosophila subpulchrella	AH115788	Drosophila subpulchrella	NCBI gene ID based annotations about Drosophila subpulchrella	dsgca014743375v2rs	Drosophila subpulchrella	OrgDb	2023-10-20	NCBI/UniProt	1486046	org.Drosophila_subpulchrella.eg.sqlite
Drosophila suzukii	Drosophila suzukii	AH115798	Drosophila suzukii	NCBI gene ID based annotations about Drosophila suzukii	dsgca037355615v1rs	Drosophila suzukii	OrgDb	2023-10-20	NCBI/UniProt	28584	org.Drosophila_suzukii.eg.sqlite
Drosophila takahashii	Drosophila takahashii	AH115969	Drosophila takahashii	NCBI gene ID based annotations about Drosophila takahashii	dtgca030179915v2rs	Drosophila takahashii	OrgDb	2023-10-20	NCBI/UniProt	29030	org.Drosophila_takahashii.eg.sqlite
Drosophila teissieri	Drosophila teissieri	AH116024	Drosophila teissieri	NCBI gene ID based annotations about Drosophila teissieri	dtgca016746235v2rs	Drosophila teissieri	OrgDb	2023-10-20	NCBI/UniProt	7243	org.Drosophila_teissieri.eg.sqlite
Drosophila virilis	Drosophila virilis	AH115941	Drosophila virilis	NCBI gene ID based annotations about Drosophila virilis	dvgca030788295v1rs	Drosophila virilis	OrgDb	2023-10-20	NCBI/UniProt	7244	org.Drosophila_virilis.eg.sqlite
Drosophila willistoni	Drosophila willistoni	AH115880	Drosophila willistoni	NCBI gene ID based annotations about Drosophila willistoni	dwgca018902025v2rs	Drosophila willistoni	OrgDb	2023-10-20	NCBI/UniProt	7260	org.Drosophila_willistoni.eg.sqlite
Drosophila yakuba	Drosophila yakuba	AH115938	Drosophila yakuba	NCBI gene ID based annotations about Drosophila yakuba	dygca016746365v2rs	Drosophila yakuba	OrgDb	2023-10-20	NCBI/UniProt	7245	org.Drosophila_yakuba.eg.sqlite
Dryobates pubescens	Dryobates pubescens	AH115904	Dryobates pubescens	NCBI gene ID based annotations about Dryobates pubescens	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	118200	org.Dryobates_pubescens.eg.sqlite
Durio zibethinus	Durio zibethinus	AH114351	Durio zibethinus	NCBI gene ID based annotations about Durio zibethinus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	66656	org.Durio_zibethinus.eg.sqlite
Echeneis naucrates	Echeneis naucrates	AH115260	Echeneis naucrates	NCBI gene ID based annotations about Echeneis naucrates	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	173247	org.Echeneis_naucrates.eg.sqlite
Echinops telfairii	Echinops telfairii	AH114790	Echinops telfairii	NCBI gene ID based annotations about Echinops telfairii	etelfairi	Echinops telfairi	OrgDb	2023-10-20	NCBI/UniProt	9371	org.Echinops_telfairii.eg.sqlite
Elaeis guineensis	Elaeis guineensis	AH114781	Elaeis guineensis	NCBI gene ID based annotations about Elaeis guineensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	51953	org.Elaeis_guineensis.eg.sqlite
Electrophorus electricus	Electrophorus electricus	AH115382	Electrophorus electricus	NCBI gene ID based annotations about Electrophorus electricus	eelectricus	Electrophorus electricus	OrgDb	2023-10-20	NCBI/UniProt	8005	org.Electrophorus_electricus.eg.sqlite
Elephantulus edwardii	Elephantulus edwardii	AH114611	Elephantulus edwardii	NCBI gene ID based annotations about Elephantulus edwardii	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	28737	org.Elephantulus_edwardii.eg.sqlite
Elephas africanus	Elephas africanus	AH115095	Elephas africanus	NCBI gene ID based annotations about Elephas africanus	lafricana	Loxodonta africana	OrgDb	2023-10-20	NCBI/UniProt	9785	org.Elephas_africanus.eg.sqlite
Elephas maximus_indicus	Elephas maximus_indicus	AH114903	Elephas maximus_indicus	NCBI gene ID based annotations about Elephas maximus_indicus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	99487	org.Elephas_maximus_indicus.eg.sqlite
Emiliania huxleyi_CCMP1516	Emiliania huxleyi_CCMP1516	AH114468	Emiliania huxleyi_CCMP1516	NCBI gene ID based annotations about Emiliania huxleyi_CCMP1516	ehuxleyi	Emiliania huxleyi CCMP1516	OrgDb	2023-10-20	NCBI/UniProt	280463	org.Emiliania_huxleyi_CCMP1516.eg.sqlite
Empidonax traillii	Empidonax traillii	AH115698	Empidonax traillii	NCBI gene ID based annotations about Empidonax traillii	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	164674	org.Empidonax_traillii.eg.sqlite
Emys muticus	Emys muticus	AH114567	Emys muticus	NCBI gene ID based annotations about Emys muticus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	74926	org.Emys_muticus.eg.sqlite
Enhydra lutris_kenyoni	Enhydra lutris_kenyoni	AH115478	Enhydra lutris_kenyoni	NCBI gene ID based annotations about Enhydra lutris_kenyoni	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	391180	org.Enhydra_lutris_kenyoni.eg.sqlite
Epinephelus fuscoguttatus	Epinephelus fuscoguttatus	AH115200	Epinephelus fuscoguttatus	NCBI gene ID based annotations about Epinephelus fuscoguttatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	293821	org.Epinephelus_fuscoguttatus.eg.sqlite
Epinephelus lanceolatus	Epinephelus lanceolatus	AH115249	Epinephelus lanceolatus	NCBI gene ID based annotations about Epinephelus lanceolatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	310571	org.Epinephelus_lanceolatus.eg.sqlite
Epinephelus moara	Epinephelus moara	AH115298	Epinephelus moara	NCBI gene ID based annotations about Epinephelus moara	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	300413	org.Epinephelus_moara.eg.sqlite
Epistrophe balteatus	Epistrophe balteatus	AH115894	Epistrophe balteatus	NCBI gene ID based annotations about Epistrophe balteatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	286459	org.Epistrophe_balteatus.eg.sqlite
Eptesicus fuscus	Eptesicus fuscus	AH114893	Eptesicus fuscus	NCBI gene ID based annotations about Eptesicus fuscus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	29078	org.Eptesicus_fuscus.eg.sqlite
Equus asinus	Equus asinus	AH114467	Equus asinus	NCBI gene ID based annotations about Equus asinus	easinus	Equus asinus	OrgDb	2023-10-20	NCBI/UniProt	9793	org.Equus_asinus.eg.sqlite
Equus caballus	Equus caballus	AH114676	Equus caballus	NCBI gene ID based annotations about Equus caballus	ecaballus	Equus caballus	OrgDb	2023-10-20	NCBI/UniProt	9796	org.Equus_caballus.eg.sqlite
Equus caballus_przewalskii	Equus caballus_przewalskii	AH115172	Equus caballus_przewalskii	NCBI gene ID based annotations about Equus caballus_przewalskii	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9798	org.Equus_caballus_przewalskii.eg.sqlite
Erinaceus europaeus	Erinaceus europaeus	AH115553	Erinaceus europaeus	NCBI gene ID based annotations about Erinaceus europaeus	eeuropaeus	Erinaceus europaeus	OrgDb	2023-10-20	NCBI/UniProt	9365	org.Erinaceus_europaeus.eg.sqlite
Eriocheir chinensis	Eriocheir chinensis	AH114959	Eriocheir chinensis	NCBI gene ID based annotations about Eriocheir chinensis	esgca024679095v1rs	Eriocheir sinensis	OrgDb	2023-10-20	NCBI/UniProt	95602	org.Eriocheir_chinensis.eg.sqlite
Erythranthe guttata	Erythranthe guttata	AH115012	Erythranthe guttata	NCBI gene ID based annotations about Erythranthe guttata	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	4155	org.Erythranthe_guttata.eg.sqlite
Escherichia coli	Escherichia coli	AH114081	Escherichia coli	NCBI gene ID based annotations about Escherichia coli	NA	NA	OrgDb	2023-10-03	NCBI/ensembl	511145	org.EcK12.eg.db.sqlite
Etheostoma cragini	Etheostoma cragini	AH115212	Etheostoma cragini	NCBI gene ID based annotations about Etheostoma cragini	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	417921	org.Etheostoma_cragini.eg.sqlite
Etheostoma spectabile	Etheostoma spectabile	AH114476	Etheostoma spectabile	NCBI gene ID based annotations about Etheostoma spectabile	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	54343	org.Etheostoma_spectabile.eg.sqlite
Euarctos americanus	Euarctos americanus	AH115111	Euarctos americanus	NCBI gene ID based annotations about Euarctos americanus	uamericanus	Ursus americanus	OrgDb	2023-10-20	NCBI/UniProt	9643	org.Euarctos_americanus.eg.sqlite
Eucalyptus grandis	Eucalyptus grandis	AH114377	Eucalyptus grandis	NCBI gene ID based annotations about Eucalyptus grandis	egrandis	Eucalyptus grandis	OrgDb	2023-10-20	NCBI/UniProt	71139	org.Eucalyptus_grandis.eg.sqlite
Euleptes europaea	Euleptes europaea	AH115596	Euleptes europaea	NCBI gene ID based annotations about Euleptes europaea	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	460621	org.Euleptes_europaea.eg.sqlite
Eumetopias jubatus	Eumetopias jubatus	AH114950	Eumetopias jubatus	NCBI gene ID based annotations about Eumetopias jubatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	34886	org.Eumetopias_jubatus.eg.sqlite
Eupeodes corollae	Eupeodes corollae	AH115945	Eupeodes corollae	NCBI gene ID based annotations about Eupeodes corollae	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	290404	org.Eupeodes_corollae.eg.sqlite
Eurytemora affinis	Eurytemora affinis	AH115506	Eurytemora affinis	NCBI gene ID based annotations about Eurytemora affinis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	88015	org.Eurytemora_affinis.eg.sqlite
Eutainia elegans	Eutainia elegans	AH115591	Eutainia elegans	NCBI gene ID based annotations about Eutainia elegans	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	35005	org.Eutainia_elegans.eg.sqlite
Euthrips occidentalis	Euthrips occidentalis	AH115773	Euthrips occidentalis	NCBI gene ID based annotations about Euthrips occidentalis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	133901	org.Euthrips_occidentalis.eg.sqlite
Falco albicilla	Falco albicilla	AH115972	Falco albicilla	NCBI gene ID based annotations about Falco albicilla	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8969	org.Falco_albicilla.eg.sqlite
Falco biarmicus	Falco biarmicus	AH115686	Falco biarmicus	NCBI gene ID based annotations about Falco biarmicus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	345155	org.Falco_biarmicus.eg.sqlite
Falco cherrug	Falco cherrug	AH115652	Falco cherrug	NCBI gene ID based annotations about Falco cherrug	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	345164	org.Falco_cherrug.eg.sqlite
Falco leucocephalus	Falco leucocephalus	AH115992	Falco leucocephalus	NCBI gene ID based annotations about Falco leucocephalus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	52644	org.Falco_leucocephalus.eg.sqlite
Falco naumanni	Falco naumanni	AH115671	Falco naumanni	NCBI gene ID based annotations about Falco naumanni	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	148594	org.Falco_naumanni.eg.sqlite
Falco peregrinus	Falco peregrinus	AH115651	Falco peregrinus	NCBI gene ID based annotations about Falco peregrinus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8954	org.Falco_peregrinus.eg.sqlite
Falco rusticolus	Falco rusticolus	AH115689	Falco rusticolus	NCBI gene ID based annotations about Falco rusticolus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	120794	org.Falco_rusticolus.eg.sqlite
Felis bengalensis	Felis bengalensis	AH114921	Felis bengalensis	NCBI gene ID based annotations about Felis bengalensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	37029	org.Felis_bengalensis.eg.sqlite
Felis canadensis	Felis canadensis	AH115043	Felis canadensis	NCBI gene ID based annotations about Felis canadensis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	61383	org.Felis_canadensis.eg.sqlite
Felis catus	Felis catus	AH114444	Felis catus	NCBI gene ID based annotations about Felis catus	fcatus	Felis catus	OrgDb	2023-10-20	NCBI/UniProt	9685	org.Felis_catus.eg.sqlite
Felis concolor	Felis concolor	AH115491	Felis concolor	NCBI gene ID based annotations about Felis concolor	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9696	org.Felis_concolor.eg.sqlite
Felis geoffroyi	Felis geoffroyi	AH114549	Felis geoffroyi	NCBI gene ID based annotations about Felis geoffroyi	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	46844	org.Felis_geoffroyi.eg.sqlite
Felis nebulosa	Felis nebulosa	AH114519	Felis nebulosa	NCBI gene ID based annotations about Felis nebulosa	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	61452	org.Felis_nebulosa.eg.sqlite
Felis rufus	Felis rufus	AH115116	Felis rufus	NCBI gene ID based annotations about Felis rufus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	61384	org.Felis_rufus.eg.sqlite
Felis uncia	Felis uncia	AH114879	Felis uncia	NCBI gene ID based annotations about Felis uncia	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	29064	org.Felis_uncia.eg.sqlite
Felis viverrina	Felis viverrina	AH114907	Felis viverrina	NCBI gene ID based annotations about Felis viverrina	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	61388	org.Felis_viverrina.eg.sqlite
Felis yagouaroundi	Felis yagouaroundi	AH114552	Felis yagouaroundi	NCBI gene ID based annotations about Felis yagouaroundi	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1608482	org.Felis_yagouaroundi.eg.sqlite
Fenneropenaeus chinensis	Fenneropenaeus chinensis	AH115494	Fenneropenaeus chinensis	NCBI gene ID based annotations about Fenneropenaeus chinensis	pcgca019202785v2rs	Penaeus chinensis	OrgDb	2023-10-20	NCBI/UniProt	139456	org.Fenneropenaeus_chinensis.eg.sqlite
Festuca perennis_(L.)_Columbus_&_J.P.Sm.,_2010	Festuca perennis_(L.)_Columbus_&_J.P.Sm.,_2010	AH114281	Festuca perennis_(L.)_Columbus_&_J.P.Sm.,_2010	NCBI gene ID based annotations about Festuca perennis_(L.)_Columbus_&_J.P.Sm.,_2010	lperenne	Lolium perenne	OrgDb	2023-10-20	NCBI/UniProt	4522	org.Festuca_perennis_(L.)_Columbus_&_J.P.Sm.,_2010.eg.sqlite
Ficedula albicollis	Ficedula albicollis	AH115871	Ficedula albicollis	NCBI gene ID based annotations about Ficedula albicollis	falbicollis	Ficedula albicollis	OrgDb	2023-10-20	NCBI/UniProt	59894	org.Ficedula_albicollis.eg.sqlite
Fluta alba	Fluta alba	AH115479	Fluta alba	NCBI gene ID based annotations about Fluta alba	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	43700	org.Fluta_alba.eg.sqlite
Folsomia candida	Folsomia candida	AH115244	Folsomia candida	NCBI gene ID based annotations about Folsomia candida	fcandida	Folsomia candida	OrgDb	2023-10-20	NCBI/UniProt	158441	org.Folsomia_candida.eg.sqlite
Fragaria vesca	Fragaria vesca	AH115243	Fragaria vesca	NCBI gene ID based annotations about Fragaria vesca	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	57918	org.Fragaria_vesca.eg.sqlite
Fringilla canaria_Linnaeus,_1758	Fringilla canaria_Linnaeus,_1758	AH115785	Fringilla canaria_Linnaeus,_1758	NCBI gene ID based annotations about Fringilla canaria_Linnaeus,_1758	scanaria	Serinus canaria	OrgDb	2023-10-20	NCBI/UniProt	9135	org.Fringilla_canaria_Linnaeus,_1758.eg.sqlite
Fringilla georgiana	Fringilla georgiana	AH115859	Fringilla georgiana	NCBI gene ID based annotations about Fringilla georgiana	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	44398	org.Fringilla_georgiana.eg.sqlite
Fringilla montana	Fringilla montana	AH115729	Fringilla montana	NCBI gene ID based annotations about Fringilla montana	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9160	org.Fringilla_montana.eg.sqlite
Fugu flavidus	Fugu flavidus	AH115226	Fugu flavidus	NCBI gene ID based annotations about Fugu flavidus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	433684	org.Fugu_flavidus.eg.sqlite
Fugu rubripes	Fugu rubripes	AH115232	Fugu rubripes	NCBI gene ID based annotations about Fugu rubripes	trubripes	Takifugu rubripes	OrgDb	2023-10-20	NCBI/UniProt	31033	org.Fugu_rubripes.eg.sqlite
Fulmaris glacialis	Fulmaris glacialis	AH116028	Fulmaris glacialis	NCBI gene ID based annotations about Fulmaris glacialis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	30455	org.Fulmaris_glacialis.eg.sqlite
Furina textilis	Furina textilis	AH115561	Furina textilis	NCBI gene ID based annotations about Furina textilis	ptextilis	Pseudonaja textilis	OrgDb	2023-10-20	NCBI/UniProt	8673	org.Furina_textilis.eg.sqlite
Fusarium fujikuroi_IMI_58289	Fusarium fujikuroi_IMI_58289	AH116133	Fusarium fujikuroi_IMI_58289	NCBI gene ID based annotations about Fusarium fujikuroi_IMI_58289	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1279085	org.Fusarium_fujikuroi_IMI_58289.eg.sqlite
